"CELL5M","SoilProfile","SharePct"
5190828,"WI_PLMZ004","30"
5190828,"WI_RGTZ054","10"
5190829,"WI_CMZR003","20"
5190829,"WI_GLBW752","20"
5190829,"WI_LVUY032","10"
5190829,"WI_LVZM015","10"
5190829,"WI_PLMZ004","30"
5190829,"WI_RGTZ054","10"
5190830,"WI_CMZR003","20"
5190830,"WI_GLBW752","20"
5190830,"WI_LVUY032","10"
5190830,"WI_LVZM015","10"
5190830,"WI_PLMZ004","30"
5190830,"WI_RGTZ054","10"
5190831,"WI_CMZR003","20"
5190831,"WI_GLBW752","20"
5190831,"WI_LVUY032","10"
5190831,"WI_LVZM015","10"
5190831,"WI_PLMZ004","30"
5190831,"WI_RGTZ054","10"
5190832,"WI_CMZR003","20"
5190832,"WI_GLBW752","20"
5190832,"WI_LVUY032","10"
5190832,"WI_LVZM015","10"
5190832,"WI_PLMZ004","30"
5190832,"WI_RGTZ054","10"
5190833,"WI_CMZR003","60"
5190833,"WI_PLMZ004","20"
5190833,"WI_RGTZ054","20"
5190834,"WI_CMZR003","20"
5190834,"WI_GLBW752","20"
5190834,"WI_LVUY032","10"
5190834,"WI_LVZM015","10"
5190834,"WI_PLMZ004","30"
5190834,"WI_RGTZ054","10"
5190835,"WI_CMZR003","20"
5190835,"WI_GLBW752","20"
5190835,"WI_LVUY032","10"
5190835,"WI_LVZM015","10"
5190835,"WI_PLMZ004","30"
5190835,"WI_RGTZ054","10"
5190836,"WI_CMZR003","20"
5190836,"WI_GLBW752","20"
5190836,"WI_LVUY032","10"
5190836,"WI_LVZM015","10"
5190836,"WI_PLMZ004","30"
5190836,"WI_RGTZ054","10"
5190837,"WI_CMZR003","20"
5190837,"WI_GLBW752","20"
5190837,"WI_LVUY032","10"
5190837,"WI_LVZM015","10"
5190837,"WI_PLMZ004","30"
5190837,"WI_RGTZ054","10"
5190838,"WI_CMZR003","20"
5190838,"WI_GLBW752","20"
5190838,"WI_LVUY032","10"
5190838,"WI_LVZM015","10"
5190838,"WI_PLMZ004","30"
5190838,"WI_RGTZ054","10"
5190839,"WI_CMZR003","20"
5190839,"WI_GLBW752","20"
5190839,"WI_LVUY032","10"
5190839,"WI_LVZM015","10"
5190839,"WI_PLMZ004","30"
5190839,"WI_RGTZ054","10"
5190840,"WI_CMZR003","20"
5190840,"WI_GLBW752","20"
5190840,"WI_LVUY032","10"
5190840,"WI_LVZM015","10"
5190840,"WI_PLMZ004","30"
5190840,"WI_RGTZ054","10"
5190841,"WI_CMZR003","20"
5190841,"WI_GLBW752","20"
5190841,"WI_LVUY032","10"
5190841,"WI_LVZM015","10"
5190841,"WI_PLMZ004","30"
5190841,"WI_RGTZ054","10"
5190842,"WI_CMZR003","20"
5190842,"WI_GLBW752","20"
5190842,"WI_LVUY032","10"
5190842,"WI_LVZM015","10"
5190842,"WI_PLMZ004","30"
5190842,"WI_RGTZ054","10"
5190843,"WI_CMZR003","20"
5190843,"WI_GLBW752","20"
5190843,"WI_LVUY032","10"
5190843,"WI_LVZM015","10"
5190843,"WI_PLMZ004","30"
5190843,"WI_RGTZ054","10"
5190844,"WI_CMZR003","20"
5190844,"WI_GLBW752","20"
5190844,"WI_LVUY032","10"
5190844,"WI_LVZM015","10"
5190844,"WI_PLMZ004","30"
5190844,"WI_RGTZ054","10"
5190845,"WI_CMZR003","20"
5190845,"WI_GLBW752","20"
5190845,"WI_LVUY032","10"
5190845,"WI_LVZM015","10"
5190845,"WI_PLMZ004","30"
5190845,"WI_RGTZ054","10"
5190846,"WI_CMZR003","20"
5190846,"WI_GLBW752","20"
5190846,"WI_LVUY032","10"
5190846,"WI_LVZM015","10"
5190846,"WI_PLMZ004","30"
5190846,"WI_RGTZ054","10"
5190847,"WI_CMZR003","20"
5190847,"WI_GLBW752","20"
5190847,"WI_LVUY032","10"
5190847,"WI_LVZM015","10"
5190847,"WI_PLMZ004","30"
5190847,"WI_RGTZ054","10"
5190848,"WI_CMZR003","20"
5190848,"WI_GLBW752","20"
5190848,"WI_LVUY032","10"
5190848,"WI_LVZM015","10"
5190848,"WI_PLMZ004","30"
5190848,"WI_RGTZ054","10"
5190849,"WI_CMZR003","20"
5190849,"WI_GLBW752","20"
5190849,"WI_LVUY032","10"
5190849,"WI_LVZM015","10"
5190849,"WI_PLMZ004","30"
5190849,"WI_RGTZ054","10"
5190850,"WI_CMZR003","20"
5190850,"WI_GLBW752","20"
5190850,"WI_LVUY032","10"
5190850,"WI_LVZM015","10"
5190850,"WI_PLMZ004","30"
5190850,"WI_RGTZ054","10"
5190851,"WI_CMZR003","20"
5190851,"WI_GLBW752","20"
5190851,"WI_LVUY032","10"
5190851,"WI_LVZM015","10"
5190851,"WI_PLMZ004","30"
5190851,"WI_RGTZ054","10"
5190852,"WI_CMZR003","20"
5190852,"WI_GLBW752","20"
5190852,"WI_LVUY032","10"
5190852,"WI_LVZM015","10"
5190852,"WI_PLMZ004","30"
5190852,"WI_RGTZ054","10"
5190853,"WI_CMZR003","20"
5190853,"WI_GLBW752","20"
5190853,"WI_LVUY032","10"
5190853,"WI_LVZM015","10"
5190853,"WI_PLMZ004","30"
5190853,"WI_RGTZ054","10"
5190854,"WI_CMZR003","20"
5190854,"WI_GLBW752","20"
5190854,"WI_LVUY032","10"
5190854,"WI_LVZM015","10"
5190854,"WI_PLMZ004","30"
5190854,"WI_RGTZ054","10"
5190855,"WI_CMZR003","20"
5190855,"WI_GLBW752","20"
5190855,"WI_LVUY032","10"
5190855,"WI_LVZM015","10"
5190855,"WI_PLMZ004","30"
5190855,"WI_RGTZ054","10"
5190856,"WI_CMZR003","20"
5190856,"WI_GLBW752","20"
5190856,"WI_LVUY032","10"
5190856,"WI_LVZM015","10"
5190856,"WI_PLMZ004","30"
5190856,"WI_RGTZ054","10"
5190857,"WI_CMZR003","20"
5190857,"WI_GLBW752","20"
5190857,"WI_LVUY032","10"
5190857,"WI_LVZM015","10"
5190857,"WI_PLMZ004","30"
5190857,"WI_RGTZ054","10"
5190858,"WI_CMZR003","20"
5190858,"WI_GLBW752","20"
5190858,"WI_LVUY032","10"
5190858,"WI_LVZM015","10"
5190858,"WI_PLMZ004","30"
5190858,"WI_RGTZ054","10"
5190859,"WI_CMZR003","20"
5190859,"WI_GLBW752","20"
5190859,"WI_LVUY032","10"
5190859,"WI_LVZM015","10"
5190859,"WI_PLMZ004","30"
5190859,"WI_RGTZ054","10"
5190860,"WI_CMZR003","20"
5190860,"WI_GLBW752","20"
5190860,"WI_LVUY032","10"
5190860,"WI_LVZM015","10"
5190860,"WI_PLMZ004","30"
5190860,"WI_RGTZ054","10"
5190861,"WI_CMZR003","20"
5190861,"WI_GLBW752","20"
5190861,"WI_LVUY032","10"
5190861,"WI_LVZM015","10"
5190861,"WI_PLMZ004","30"
5190861,"WI_RGTZ054","10"
5190862,"WI_CMZR003","20"
5190862,"WI_GLBW752","20"
5190862,"WI_LVUY032","10"
5190862,"WI_LVZM015","10"
5190862,"WI_PLMZ004","30"
5190862,"WI_RGTZ054","10"
5190863,"HC_GEN0010","10"
5190863,"WI_CMTN008","25"
5190863,"WI_FLSO001","20"
5190863,"WI_FLTR033","20"
5190863,"WI_FRAO009","25"
5190864,"HC_GEN0010","10"
5190864,"WI_CMTN008","25"
5190864,"WI_FLSO001","20"
5190864,"WI_FLTR033","20"
5190864,"WI_FRAO009","25"
5190865,"WI_CMZR003","20"
5190865,"WI_GLBW752","20"
5190865,"WI_LVUY032","10"
5190865,"WI_LVZM015","10"
5190865,"WI_PLMZ004","30"
5190865,"WI_RGTZ054","10"
5190866,"WI_CMZR003","20"
5190866,"WI_GLBW752","20"
5190866,"WI_LVUY032","10"
5190866,"WI_LVZM015","10"
5190866,"WI_PLMZ004","30"
5190866,"WI_RGTZ054","10"
5190867,"WI_CMZR003","20"
5190867,"WI_GLBW752","20"
5190867,"WI_LVUY032","10"
5190867,"WI_LVZM015","10"
5190867,"WI_PLMZ004","30"
5190867,"WI_RGTZ054","10"
5190868,"WI_CMZR003","20"
5190868,"WI_GLBW752","20"
5190868,"WI_LVUY032","10"
5190868,"WI_LVZM015","10"
5190868,"WI_PLMZ004","30"
5190868,"WI_RGTZ054","10"
5190869,"WI_CMZR003","20"
5190869,"WI_GLBW752","20"
5190869,"WI_LVUY032","10"
5190869,"WI_LVZM015","10"
5190869,"WI_PLMZ004","30"
5190869,"WI_RGTZ054","10"
5190870,"WI_CMZR003","20"
5190870,"WI_GLBW752","20"
5190870,"WI_LVUY032","10"
5190870,"WI_LVZM015","10"
5190870,"WI_PLMZ004","30"
5190870,"WI_RGTZ054","10"
5190871,"WI_CMZR003","60"
5190871,"WI_PLMZ004","20"
5190871,"WI_RGTZ054","20"
5190872,"WI_ARBW401","33"
5190872,"WI_CMTR038","34"
5190872,"WI_FLBD007","33"
5190873,"WI_CMZR003","20"
5190873,"WI_GLBW752","20"
5190873,"WI_LVUY032","10"
5190873,"WI_LVZM015","10"
5190873,"WI_PLMZ004","30"
5190873,"WI_RGTZ054","10"
5190874,"WI_CMZR003","20"
5190874,"WI_GLBW752","20"
5190874,"WI_LVUY032","10"
5190874,"WI_LVZM015","10"
5190874,"WI_PLMZ004","30"
5190874,"WI_RGTZ054","10"
5190875,"WI_ARBW401","33"
5190875,"WI_CMTR038","34"
5190875,"WI_FLBD007","33"
5190876,"WI_ARBW401","33"
5190876,"WI_CMTR038","34"
5190876,"WI_FLBD007","33"
5190877,"WI_CMZR003","20"
5190877,"WI_GLBW752","20"
5190877,"WI_LVUY032","10"
5190877,"WI_LVZM015","10"
5190877,"WI_PLMZ004","30"
5190877,"WI_RGTZ054","10"
5190878,"WI_CMZR003","20"
5190878,"WI_GLBW752","20"
5190878,"WI_LVUY032","10"
5190878,"WI_LVZM015","10"
5190878,"WI_PLMZ004","30"
5190878,"WI_RGTZ054","10"
5190879,"WI_CMZR003","20"
5190879,"WI_GLBW752","20"
5190879,"WI_LVUY032","10"
5190879,"WI_LVZM015","10"
5190879,"WI_PLMZ004","30"
5190879,"WI_RGTZ054","10"
5190880,"WI_ACLR004","20"
5190880,"WI_CMZR003","25"
5190880,"WI_FRKE009","25"
5190880,"WI_FRZM012","10"
5190880,"WI_LVUY032","20"
5195143,"WI_ACTZ004","30"
5195143,"WI_CMYE288","30"
5195143,"WI_CMZR003","30"
5195143,"WI_LVUY032","10"
5195144,"WI_ACGA005","40"
5195144,"WI_FRZM012","10"
5195144,"WI_LVUY032","10"
5195144,"WI_LVZM015","10"
5195144,"WI_PLMZ004","30"
5195145,"WI_ACGA005","40"
5195145,"WI_FRZM012","10"
5195145,"WI_LVUY032","10"
5195145,"WI_LVZM015","10"
5195145,"WI_PLMZ004","30"
5195146,"WI_CMZR003","60"
5195146,"WI_PLMZ004","20"
5195146,"WI_RGTZ054","20"
5195147,"WI_CMZR003","60"
5195147,"WI_PLMZ004","20"
5195147,"WI_RGTZ054","20"
5195148,"WI_CMZR003","20"
5195148,"WI_GLBW752","20"
5195148,"WI_LVUY032","10"
5195148,"WI_LVZM015","10"
5195148,"WI_PLMZ004","30"
5195148,"WI_RGTZ054","10"
5195149,"WI_CMZR003","20"
5195149,"WI_GLBW752","20"
5195149,"WI_LVUY032","10"
5195149,"WI_LVZM015","10"
5195149,"WI_PLMZ004","30"
5195149,"WI_RGTZ054","10"
5195150,"WI_CMZR003","20"
5195150,"WI_GLBW752","20"
5195150,"WI_LVUY032","10"
5195150,"WI_LVZM015","10"
5195150,"WI_PLMZ004","30"
5195150,"WI_RGTZ054","10"
5195151,"WI_CMZR003","20"
5195151,"WI_GLBW752","20"
5195151,"WI_LVUY032","10"
5195151,"WI_LVZM015","10"
5195151,"WI_PLMZ004","30"
5195151,"WI_RGTZ054","10"
5195152,"WI_CMZR003","60"
5195152,"WI_PLMZ004","20"
5195152,"WI_RGTZ054","20"
5195153,"WI_CMZR003","20"
5195153,"WI_GLBW752","20"
5195153,"WI_LVUY032","10"
5195153,"WI_LVZM015","10"
5195153,"WI_PLMZ004","30"
5195153,"WI_RGTZ054","10"
5195154,"WI_CMZR003","20"
5195154,"WI_GLBW752","20"
5195154,"WI_LVUY032","10"
5195154,"WI_LVZM015","10"
5195154,"WI_PLMZ004","30"
5195154,"WI_RGTZ054","10"
5195155,"WI_CMZR003","20"
5195155,"WI_GLBW752","20"
5195155,"WI_LVUY032","10"
5195155,"WI_LVZM015","10"
5195155,"WI_PLMZ004","30"
5195155,"WI_RGTZ054","10"
5195156,"WI_CMZR003","20"
5195156,"WI_GLBW752","20"
5195156,"WI_LVUY032","10"
5195156,"WI_LVZM015","10"
5195156,"WI_PLMZ004","30"
5195156,"WI_RGTZ054","10"
5195157,"WI_CMZR003","20"
5195157,"WI_GLBW752","20"
5195157,"WI_LVUY032","10"
5195157,"WI_LVZM015","10"
5195157,"WI_PLMZ004","30"
5195157,"WI_RGTZ054","10"
5195158,"WI_CMZR003","20"
5195158,"WI_GLBW752","20"
5195158,"WI_LVUY032","10"
5195158,"WI_LVZM015","10"
5195158,"WI_PLMZ004","30"
5195158,"WI_RGTZ054","10"
5195159,"WI_CMZR003","20"
5195159,"WI_GLBW752","20"
5195159,"WI_LVUY032","10"
5195159,"WI_LVZM015","10"
5195159,"WI_PLMZ004","30"
5195159,"WI_RGTZ054","10"
5195160,"WI_CMZR003","20"
5195160,"WI_GLBW752","20"
5195160,"WI_LVUY032","10"
5195160,"WI_LVZM015","10"
5195160,"WI_PLMZ004","30"
5195160,"WI_RGTZ054","10"
5195161,"WI_CMZR003","20"
5195161,"WI_GLBW752","20"
5195161,"WI_LVUY032","10"
5195161,"WI_LVZM015","10"
5195161,"WI_PLMZ004","30"
5195161,"WI_RGTZ054","10"
5195162,"WI_CMZR003","20"
5195162,"WI_GLBW752","20"
5195162,"WI_LVUY032","10"
5195162,"WI_LVZM015","10"
5195162,"WI_PLMZ004","30"
5195162,"WI_RGTZ054","10"
5195163,"WI_CMZR003","20"
5195163,"WI_GLBW752","20"
5195163,"WI_LVUY032","10"
5195163,"WI_LVZM015","10"
5195163,"WI_PLMZ004","30"
5195163,"WI_RGTZ054","10"
5195164,"WI_CMZR003","20"
5195164,"WI_GLBW752","20"
5195164,"WI_LVUY032","10"
5195164,"WI_LVZM015","10"
5195164,"WI_PLMZ004","30"
5195164,"WI_RGTZ054","10"
5195165,"WI_CMZR003","20"
5195165,"WI_GLBW752","20"
5195165,"WI_LVUY032","10"
5195165,"WI_LVZM015","10"
5195165,"WI_PLMZ004","30"
5195165,"WI_RGTZ054","10"
5195166,"WI_CMZR003","20"
5195166,"WI_GLBW752","20"
5195166,"WI_LVUY032","10"
5195166,"WI_LVZM015","10"
5195166,"WI_PLMZ004","30"
5195166,"WI_RGTZ054","10"
5195167,"WI_CMZR003","20"
5195167,"WI_GLBW752","20"
5195167,"WI_LVUY032","10"
5195167,"WI_LVZM015","10"
5195167,"WI_PLMZ004","30"
5195167,"WI_RGTZ054","10"
5195168,"WI_CMZR003","20"
5195168,"WI_GLBW752","20"
5195168,"WI_LVUY032","10"
5195168,"WI_LVZM015","10"
5195168,"WI_PLMZ004","30"
5195168,"WI_RGTZ054","10"
5195169,"WI_CMZR003","20"
5195169,"WI_GLBW752","20"
5195169,"WI_LVUY032","10"
5195169,"WI_LVZM015","10"
5195169,"WI_PLMZ004","30"
5195169,"WI_RGTZ054","10"
5195170,"WI_CMZR003","20"
5195170,"WI_GLBW752","20"
5195170,"WI_LVUY032","10"
5195170,"WI_LVZM015","10"
5195170,"WI_PLMZ004","30"
5195170,"WI_RGTZ054","10"
5195171,"WI_CMZR003","20"
5195171,"WI_GLBW752","20"
5195171,"WI_LVUY032","10"
5195171,"WI_LVZM015","10"
5195171,"WI_PLMZ004","30"
5195171,"WI_RGTZ054","10"
5195172,"WI_CMZR003","20"
5195172,"WI_GLBW752","20"
5195172,"WI_LVUY032","10"
5195172,"WI_LVZM015","10"
5195172,"WI_PLMZ004","30"
5195172,"WI_RGTZ054","10"
5195173,"WI_CMZR003","20"
5195173,"WI_GLBW752","20"
5195173,"WI_LVUY032","10"
5195173,"WI_LVZM015","10"
5195173,"WI_PLMZ004","30"
5195173,"WI_RGTZ054","10"
5195174,"WI_CMZR003","20"
5195174,"WI_GLBW752","20"
5195174,"WI_LVUY032","10"
5195174,"WI_LVZM015","10"
5195174,"WI_PLMZ004","30"
5195174,"WI_RGTZ054","10"
5195175,"WI_CMZR003","20"
5195175,"WI_GLBW752","20"
5195175,"WI_LVUY032","10"
5195175,"WI_LVZM015","10"
5195175,"WI_PLMZ004","30"
5195175,"WI_RGTZ054","10"
5195176,"WI_CMZR003","20"
5195176,"WI_GLBW752","20"
5195176,"WI_LVUY032","10"
5195176,"WI_LVZM015","10"
5195176,"WI_PLMZ004","30"
5195176,"WI_RGTZ054","10"
5195177,"WI_CMZR003","20"
5195177,"WI_GLBW752","20"
5195177,"WI_LVUY032","10"
5195177,"WI_LVZM015","10"
5195177,"WI_PLMZ004","30"
5195177,"WI_RGTZ054","10"
5195178,"WI_CMZR003","20"
5195178,"WI_GLBW752","20"
5195178,"WI_LVUY032","10"
5195178,"WI_LVZM015","10"
5195178,"WI_PLMZ004","30"
5195178,"WI_RGTZ054","10"
5195179,"WI_CMZR003","20"
5195179,"WI_GLBW752","20"
5195179,"WI_LVUY032","10"
5195179,"WI_LVZM015","10"
5195179,"WI_PLMZ004","30"
5195179,"WI_RGTZ054","10"
5195180,"WI_CMZR003","20"
5195180,"WI_GLBW752","20"
5195180,"WI_LVUY032","10"
5195180,"WI_LVZM015","10"
5195180,"WI_PLMZ004","30"
5195180,"WI_RGTZ054","10"
5195181,"WI_ACLR004","20"
5195181,"WI_CMZR003","20"
5195181,"WI_FLSO001","10"
5195181,"WI_FRKE009","20"
5195181,"WI_LVUY032","10"
5195181,"WI_PLMZ004","20"
5195182,"HC_GEN0010","10"
5195182,"WI_CMTN008","25"
5195182,"WI_FLSO001","20"
5195182,"WI_FLTR033","20"
5195182,"WI_FRAO009","25"
5195183,"HC_GEN0010","10"
5195183,"WI_CMTN008","25"
5195183,"WI_FLSO001","20"
5195183,"WI_FLTR033","20"
5195183,"WI_FRAO009","25"
5195184,"HC_GEN0010","10"
5195184,"WI_CMTN008","25"
5195184,"WI_FLSO001","20"
5195184,"WI_FLTR033","20"
5195184,"WI_FRAO009","25"
5195185,"HC_GEN0010","10"
5195185,"WI_CMTN008","25"
5195185,"WI_FLSO001","20"
5195185,"WI_FLTR033","20"
5195185,"WI_FRAO009","25"
5195186,"WI_CMZR003","20"
5195186,"WI_GLBW752","20"
5195186,"WI_LVUY032","10"
5195186,"WI_LVZM015","10"
5195186,"WI_PLMZ004","30"
5195186,"WI_RGTZ054","10"
5195187,"WI_CMZR003","20"
5195187,"WI_GLBW752","20"
5195187,"WI_LVUY032","10"
5195187,"WI_LVZM015","10"
5195187,"WI_PLMZ004","30"
5195187,"WI_RGTZ054","10"
5195188,"WI_CMZR003","20"
5195188,"WI_GLBW752","20"
5195188,"WI_LVUY032","10"
5195188,"WI_LVZM015","10"
5195188,"WI_PLMZ004","30"
5195188,"WI_RGTZ054","10"
5195189,"WI_CMZR003","20"
5195189,"WI_GLBW752","20"
5195189,"WI_LVUY032","10"
5195189,"WI_LVZM015","10"
5195189,"WI_PLMZ004","30"
5195189,"WI_RGTZ054","10"
5195190,"WI_CMZR003","60"
5195190,"WI_PLMZ004","20"
5195190,"WI_RGTZ054","20"
5195191,"WI_ARBW401","33"
5195191,"WI_CMTR038","34"
5195191,"WI_FLBD007","33"
5195192,"WI_ARBW401","33"
5195192,"WI_CMTR038","34"
5195192,"WI_FLBD007","33"
5195193,"WI_CMZR003","20"
5195193,"WI_GLBW752","20"
5195193,"WI_LVUY032","10"
5195193,"WI_LVZM015","10"
5195193,"WI_PLMZ004","30"
5195193,"WI_RGTZ054","10"
5195194,"WI_ARBW401","33"
5195194,"WI_CMTR038","34"
5195194,"WI_FLBD007","33"
5195195,"WI_ARBW401","33"
5195195,"WI_CMTR038","34"
5195195,"WI_FLBD007","33"
5195196,"WI_ARBW401","33"
5195196,"WI_CMTR038","34"
5195196,"WI_FLBD007","33"
5195197,"WI_ARBW401","33"
5195197,"WI_CMTR038","34"
5195197,"WI_FLBD007","33"
5195198,"WI_CMZR003","20"
5195198,"WI_GLBW752","20"
5195198,"WI_LVUY032","10"
5195198,"WI_LVZM015","10"
5195198,"WI_PLMZ004","30"
5195198,"WI_RGTZ054","10"
5195199,"WI_CMZR003","20"
5195199,"WI_GLBW752","20"
5195199,"WI_LVUY032","10"
5195199,"WI_LVZM015","10"
5195199,"WI_PLMZ004","30"
5195199,"WI_RGTZ054","10"
5195200,"WI_ACLR004","20"
5195200,"WI_CMZR003","25"
5195200,"WI_FRKE009","25"
5195200,"WI_FRZM012","10"
5195200,"WI_LVUY032","20"
5195201,"WI_ACLR004","20"
5195201,"WI_CMZR003","25"
5195201,"WI_FRKE009","25"
5195201,"WI_FRZM012","10"
5195201,"WI_LVUY032","20"
5199463,"WI_GLCF032","40"
5199463,"WI_VRBW877","60"
5199464,"WI_ACGA005","40"
5199464,"WI_FRZM012","10"
5199464,"WI_LVUY032","10"
5199464,"WI_LVZM015","10"
5199464,"WI_PLMZ004","30"
5199465,"WI_ACGA005","40"
5199465,"WI_FRZM012","10"
5199465,"WI_LVUY032","10"
5199465,"WI_LVZM015","10"
5199465,"WI_PLMZ004","30"
5199466,"WI_CMZR003","60"
5199466,"WI_PLMZ004","20"
5199466,"WI_RGTZ054","20"
5199467,"WI_CMZR003","60"
5199467,"WI_PLMZ004","20"
5199467,"WI_RGTZ054","20"
5199468,"WI_CMZR003","20"
5199468,"WI_GLBW752","20"
5199468,"WI_LVUY032","10"
5199468,"WI_LVZM015","10"
5199468,"WI_PLMZ004","30"
5199468,"WI_RGTZ054","10"
5199469,"WI_CMZR003","20"
5199469,"WI_GLBW752","20"
5199469,"WI_LVUY032","10"
5199469,"WI_LVZM015","10"
5199469,"WI_PLMZ004","30"
5199469,"WI_RGTZ054","10"
5199470,"WI_CMZR003","20"
5199470,"WI_GLBW752","20"
5199470,"WI_LVUY032","10"
5199470,"WI_LVZM015","10"
5199470,"WI_PLMZ004","30"
5199470,"WI_RGTZ054","10"
5199471,"WI_CMZR003","60"
5199471,"WI_PLMZ004","20"
5199471,"WI_RGTZ054","20"
5199472,"WI_CMZR003","20"
5199472,"WI_GLBW752","20"
5199472,"WI_LVUY032","10"
5199472,"WI_LVZM015","10"
5199472,"WI_PLMZ004","30"
5199472,"WI_RGTZ054","10"
5199473,"WI_CMZR003","20"
5199473,"WI_GLBW752","20"
5199473,"WI_LVUY032","10"
5199473,"WI_LVZM015","10"
5199473,"WI_PLMZ004","30"
5199473,"WI_RGTZ054","10"
5199474,"WI_ACLR004","20"
5199474,"WI_CMZR003","20"
5199474,"WI_FLSO001","10"
5199474,"WI_FRKE009","20"
5199474,"WI_LVUY032","10"
5199474,"WI_PLMZ004","20"
5199475,"WI_ACLR004","20"
5199475,"WI_CMZR003","20"
5199475,"WI_FLSO001","10"
5199475,"WI_FRKE009","20"
5199475,"WI_LVUY032","10"
5199475,"WI_PLMZ004","20"
5199476,"WI_CMZR003","20"
5199476,"WI_GLBW752","20"
5199476,"WI_LVUY032","10"
5199476,"WI_LVZM015","10"
5199476,"WI_PLMZ004","30"
5199476,"WI_RGTZ054","10"
5199477,"WI_CMZR003","20"
5199477,"WI_GLBW752","20"
5199477,"WI_LVUY032","10"
5199477,"WI_LVZM015","10"
5199477,"WI_PLMZ004","30"
5199477,"WI_RGTZ054","10"
5199478,"WI_CMZR003","20"
5199478,"WI_GLBW752","20"
5199478,"WI_LVUY032","10"
5199478,"WI_LVZM015","10"
5199478,"WI_PLMZ004","30"
5199478,"WI_RGTZ054","10"
5199479,"WI_CMZR003","20"
5199479,"WI_GLBW752","20"
5199479,"WI_LVUY032","10"
5199479,"WI_LVZM015","10"
5199479,"WI_PLMZ004","30"
5199479,"WI_RGTZ054","10"
5199480,"WI_CMZR003","20"
5199480,"WI_GLBW752","20"
5199480,"WI_LVUY032","10"
5199480,"WI_LVZM015","10"
5199480,"WI_PLMZ004","30"
5199480,"WI_RGTZ054","10"
5199481,"WI_CMZR003","20"
5199481,"WI_GLBW752","20"
5199481,"WI_LVUY032","10"
5199481,"WI_LVZM015","10"
5199481,"WI_PLMZ004","30"
5199481,"WI_RGTZ054","10"
5199482,"WI_CMZR003","20"
5199482,"WI_GLBW752","20"
5199482,"WI_LVUY032","10"
5199482,"WI_LVZM015","10"
5199482,"WI_PLMZ004","30"
5199482,"WI_RGTZ054","10"
5199483,"WI_CMZR003","20"
5199483,"WI_GLBW752","20"
5199483,"WI_LVUY032","10"
5199483,"WI_LVZM015","10"
5199483,"WI_PLMZ004","30"
5199483,"WI_RGTZ054","10"
5199484,"WI_CMZR003","20"
5199484,"WI_GLBW752","20"
5199484,"WI_LVUY032","10"
5199484,"WI_LVZM015","10"
5199484,"WI_PLMZ004","30"
5199484,"WI_RGTZ054","10"
5199485,"WI_CMZR003","20"
5199485,"WI_GLBW752","20"
5199485,"WI_LVUY032","10"
5199485,"WI_LVZM015","10"
5199485,"WI_PLMZ004","30"
5199485,"WI_RGTZ054","10"
5199486,"WI_CMZR003","20"
5199486,"WI_GLBW752","20"
5199486,"WI_LVUY032","10"
5199486,"WI_LVZM015","10"
5199486,"WI_PLMZ004","30"
5199486,"WI_RGTZ054","10"
5199487,"WI_CMZR003","20"
5199487,"WI_GLBW752","20"
5199487,"WI_LVUY032","10"
5199487,"WI_LVZM015","10"
5199487,"WI_PLMZ004","30"
5199487,"WI_RGTZ054","10"
5199488,"WI_CMZR003","20"
5199488,"WI_GLBW752","20"
5199488,"WI_LVUY032","10"
5199488,"WI_LVZM015","10"
5199488,"WI_PLMZ004","30"
5199488,"WI_RGTZ054","10"
5199489,"WI_CMZR003","20"
5199489,"WI_GLBW752","20"
5199489,"WI_LVUY032","10"
5199489,"WI_LVZM015","10"
5199489,"WI_PLMZ004","30"
5199489,"WI_RGTZ054","10"
5199490,"WI_CMZR003","20"
5199490,"WI_GLBW752","20"
5199490,"WI_LVUY032","10"
5199490,"WI_LVZM015","10"
5199490,"WI_PLMZ004","30"
5199490,"WI_RGTZ054","10"
5199491,"WI_CMZR003","20"
5199491,"WI_GLBW752","20"
5199491,"WI_LVUY032","10"
5199491,"WI_LVZM015","10"
5199491,"WI_PLMZ004","30"
5199491,"WI_RGTZ054","10"
5199492,"WI_CMZR003","20"
5199492,"WI_GLBW752","20"
5199492,"WI_LVUY032","10"
5199492,"WI_LVZM015","10"
5199492,"WI_PLMZ004","30"
5199492,"WI_RGTZ054","10"
5199493,"WI_CMZR003","20"
5199493,"WI_GLBW752","20"
5199493,"WI_LVUY032","10"
5199493,"WI_LVZM015","10"
5199493,"WI_PLMZ004","30"
5199493,"WI_RGTZ054","10"
5199494,"WI_ACLR004","20"
5199494,"WI_CMZR003","20"
5199494,"WI_FLSO001","10"
5199494,"WI_FRKE009","20"
5199494,"WI_LVUY032","10"
5199494,"WI_PLMZ004","20"
5199495,"WI_ACLR004","20"
5199495,"WI_CMZR003","20"
5199495,"WI_FLSO001","10"
5199495,"WI_FRKE009","20"
5199495,"WI_LVUY032","10"
5199495,"WI_PLMZ004","20"
5199496,"WI_ACLR004","20"
5199496,"WI_CMZR003","20"
5199496,"WI_FLSO001","10"
5199496,"WI_FRKE009","20"
5199496,"WI_LVUY032","10"
5199496,"WI_PLMZ004","20"
5199497,"WI_ACLR004","20"
5199497,"WI_CMZR003","20"
5199497,"WI_FLSO001","10"
5199497,"WI_FRKE009","20"
5199497,"WI_LVUY032","10"
5199497,"WI_PLMZ004","20"
5199498,"WI_ACLR004","20"
5199498,"WI_CMZR003","20"
5199498,"WI_FLSO001","10"
