"CELL5M","SoilProfile","SharePct"
5095803,"WI_ACLR004","20"
5095803,"WI_CMIT043","25"
5095803,"WI_CMZR003","20"
5095803,"WI_FRKE002","25"
5095803,"WI_RGTZ054","10"
5095804,"WI_ACLR004","20"
5095804,"WI_CMIT043","25"
5095804,"WI_CMZR003","20"
5095804,"WI_FRKE002","25"
5095804,"WI_RGTZ054","10"
5095805,"WI_ACLR004","20"
5095805,"WI_CMIT043","25"
5095805,"WI_CMZR003","20"
5095805,"WI_FRKE002","25"
5095805,"WI_RGTZ054","10"
5095806,"WI_ACLR004","20"
5095806,"WI_CMIT043","25"
5095806,"WI_CMZR003","20"
5095806,"WI_FRKE002","25"
5095806,"WI_RGTZ054","10"
5100115,"WI_ACGA005","40"
5100115,"WI_FRZM012","10"
5100115,"WI_LVUY032","10"
5100115,"WI_LVZM015","10"
5100115,"WI_PLMZ004","30"
5100116,"WI_ACGA005","40"
5100116,"WI_FRZM012","10"
5100116,"WI_LVUY032","10"
5100116,"WI_LVZM015","10"
5100116,"WI_PLMZ004","30"
5100117,"WI_ACGA005","40"
5100117,"WI_FRZM012","10"
5100117,"WI_LVUY032","10"
5100117,"WI_LVZM015","10"
5100117,"WI_PLMZ004","30"
5100118,"WI_ACGA005","70"
5100118,"WI_PDRO011","30"
5100119,"WI_ACGA005","70"
5100119,"WI_PDRO011","30"
5100120,"WI_ACGA005","70"
5100120,"WI_PDRO011","30"
5100121,"WI_ACGA005","70"
5100121,"WI_PDRO011","30"
5100122,"WI_ACGA005","70"
5100122,"WI_PDRO011","30"
5100123,"WI_ACGA005","70"
5100123,"WI_PDRO011","30"
5100124,"WI_ACLR004","20"
5100124,"WI_CMIT043","25"
5100124,"WI_CMZR003","20"
5100124,"WI_FRKE002","25"
5100124,"WI_RGTZ054","10"
5100125,"WI_ACLR004","20"
5100125,"WI_CMIT043","25"
5100125,"WI_CMZR003","20"
5100125,"WI_FRKE002","25"
5100125,"WI_RGTZ054","10"
5104428,"WI_ACGA005","70"
5104428,"WI_PDRO011","30"
5104429,"WI_ACGA005","70"
5104429,"WI_PDRO011","30"
5104430,"WI_ACGA005","40"
5104430,"WI_FRZM012","10"
5104430,"WI_LVUY032","10"
5104430,"WI_LVZM015","10"
5104430,"WI_PLMZ004","30"
5104431,"WI_ACGA005","40"
5104431,"WI_FRZM012","10"
5104431,"WI_LVUY032","10"
5104431,"WI_LVZM015","10"
5104431,"WI_PLMZ004","30"
5104432,"WI_ACGA005","40"
5104432,"WI_FRZM012","10"
5104432,"WI_LVUY032","10"
5104432,"WI_LVZM015","10"
5104432,"WI_PLMZ004","30"
5104433,"WI_ACGA005","40"
5104433,"WI_FRZM012","10"
5104433,"WI_LVUY032","10"
5104433,"WI_LVZM015","10"
5104433,"WI_PLMZ004","30"
5104434,"WI_ACGA005","40"
5104434,"WI_FRZM012","10"
5104434,"WI_LVUY032","10"
5104434,"WI_LVZM015","10"
5104434,"WI_PLMZ004","30"
5104435,"WI_ACGA005","40"
5104435,"WI_FRZM012","10"
5104435,"WI_LVUY032","10"
5104435,"WI_LVZM015","10"
5104435,"WI_PLMZ004","30"
5104436,"HC_GEN0010","10"
5104436,"WI_CMTN008","25"
5104436,"WI_FLSO001","30"
5104436,"WI_FRAO009","25"
5104436,"WI_PHUY061","10"
5104437,"HC_GEN0010","10"
5104437,"WI_CMTN008","25"
5104437,"WI_FLSO001","30"
5104437,"WI_FRAO009","25"
5104437,"WI_PHUY061","10"
5104438,"WI_ACGA005","70"
5104438,"WI_PDRO011","30"
5104439,"WI_ACGA005","70"
5104439,"WI_PDRO011","30"
5104440,"WI_ACGA005","70"
5104440,"WI_PDRO011","30"
5104441,"WI_ACGA005","70"
5104441,"WI_PDRO011","30"
5104442,"WI_ACGA005","70"
5104442,"WI_PDRO011","30"
5104443,"WI_CMZR003","20"
5104443,"WI_GLBW752","20"
5104443,"WI_LVUY032","10"
5104443,"WI_LVZM015","10"
5104443,"WI_PLMZ004","30"
5104443,"WI_RGTZ054","10"
5104444,"WI_CMZR003","20"
5104444,"WI_GLBW752","20"
5104444,"WI_LVUY032","10"
5104444,"WI_LVZM015","10"
5104444,"WI_PLMZ004","30"
5104444,"WI_RGTZ054","10"
5104445,"WI_ACLR004","20"
5104445,"WI_CMIT043","25"
5104445,"WI_CMZR003","20"
5104445,"WI_FRKE002","25"
5104445,"WI_RGTZ054","10"
5108748,"WI_ACGA005","70"
5108748,"WI_PDRO011","30"
5108749,"WI_ACGA005","70"
5108749,"WI_PDRO011","30"
5108750,"WI_ACGA005","40"
5108750,"WI_FRZM012","10"
5108750,"WI_LVUY032","10"
5108750,"WI_LVZM015","10"
5108750,"WI_PLMZ004","30"
5108751,"WI_ACGA005","40"
5108751,"WI_FRZM012","10"
5108751,"WI_LVUY032","10"
5108751,"WI_LVZM015","10"
5108751,"WI_PLMZ004","30"
5108752,"WI_CMZR003","60"
5108752,"WI_PLMZ004","20"
5108752,"WI_RGTZ054","20"
5108753,"WI_ACGA005","40"
5108753,"WI_FRZM012","10"
5108753,"WI_LVUY032","10"
5108753,"WI_LVZM015","10"
5108753,"WI_PLMZ004","30"
5108754,"WI_ACGA005","40"
5108754,"WI_FRZM012","10"
5108754,"WI_LVUY032","10"
5108754,"WI_LVZM015","10"
5108754,"WI_PLMZ004","30"
5108755,"WI_ACGA005","40"
5108755,"WI_FRZM012","10"
5108755,"WI_LVUY032","10"
5108755,"WI_LVZM015","10"
5108755,"WI_PLMZ004","30"
5108758,"HC_GEN0010","10"
5108758,"WI_CMTN008","25"
5108758,"WI_FLSO001","30"
5108758,"WI_FRAO009","25"
5108758,"WI_PHUY061","10"
5108759,"HC_GEN0010","10"
5108759,"WI_CMTN008","25"
5108759,"WI_FLSO001","30"
5108759,"WI_FRAO009","25"
5108759,"WI_PHUY061","10"
5108760,"HC_GEN0010","10"
5108760,"WI_CMTN008","25"
5108760,"WI_FLSO001","30"
5108760,"WI_FRAO009","25"
5108760,"WI_PHUY061","10"
5108761,"HC_GEN0010","10"
5108761,"WI_CMTN008","25"
5108761,"WI_FLSO001","30"
5108761,"WI_FRAO009","25"
5108761,"WI_PHUY061","10"
5108762,"WI_CMZR003","20"
5108762,"WI_GLBW752","20"
5108762,"WI_LVUY032","10"
5108762,"WI_LVZM015","10"
5108762,"WI_PLMZ004","30"
5108762,"WI_RGTZ054","10"
5108763,"WI_CMZR003","20"
5108763,"WI_GLBW752","20"
5108763,"WI_LVUY032","10"
5108763,"WI_LVZM015","10"
5108763,"WI_PLMZ004","30"
5108763,"WI_RGTZ054","10"
5108764,"WI_CMZR003","20"
5108764,"WI_GLBW752","20"
5108764,"WI_LVUY032","10"
5108764,"WI_LVZM015","10"
5108764,"WI_PLMZ004","30"
5108764,"WI_RGTZ054","10"
5108765,"WI_CMZR003","20"
5108765,"WI_GLBW752","20"
5108765,"WI_LVUY032","10"
5108765,"WI_LVZM015","10"
5108765,"WI_PLMZ004","30"
5108765,"WI_RGTZ054","10"
5108766,"WI_ACLR004","20"
5108766,"WI_CMIT043","25"
5108766,"WI_CMZR003","20"
5108766,"WI_FRKE002","25"
5108766,"WI_RGTZ054","10"
5113070,"WI_ACGA005","40"
5113070,"WI_FRZM012","10"
5113070,"WI_LVUY032","10"
5113070,"WI_LVZM015","10"
5113070,"WI_PLMZ004","30"
5113071,"WI_CMZR003","60"
5113071,"WI_PLMZ004","20"
5113071,"WI_RGTZ054","20"
5113072,"WI_ACGA005","40"
5113072,"WI_FRZM012","10"
5113072,"WI_LVUY032","10"
5113072,"WI_LVZM015","10"
5113072,"WI_PLMZ004","30"
5113073,"WI_ACGA005","40"
5113073,"WI_FRZM012","10"
5113073,"WI_LVUY032","10"
5113073,"WI_LVZM015","10"
5113073,"WI_PLMZ004","30"
5113074,"WI_ACGA005","40"
5113074,"WI_FRZM012","10"
5113074,"WI_LVUY032","10"
5113074,"WI_LVZM015","10"
5113074,"WI_PLMZ004","30"
5113075,"HC_GEN0010","10"
5113075,"WI_CMTN008","25"
5113075,"WI_FLSO001","30"
5113075,"WI_FRAO009","25"
5113075,"WI_PHUY061","10"
5113078,"HC_GEN0010","10"
5113078,"WI_CMTN008","25"
5113078,"WI_FLSO001","30"
5113078,"WI_FRAO009","25"
5113078,"WI_PHUY061","10"
5113079,"HC_GEN0010","10"
5113079,"WI_CMTN008","25"
5113079,"WI_FLSO001","30"
5113079,"WI_FRAO009","25"
5113079,"WI_PHUY061","10"
5113080,"HC_GEN0010","10"
5113080,"WI_CMTN008","25"
5113080,"WI_FLSO001","30"
5113080,"WI_FRAO009","25"
5113080,"WI_PHUY061","10"
5113081,"WI_CMZR003","20"
5113081,"WI_GLBW752","20"
5113081,"WI_LVUY032","10"
5113081,"WI_LVZM015","10"
5113081,"WI_PLMZ004","30"
5113081,"WI_RGTZ054","10"
5113082,"WI_CMZR003","20"
5113082,"WI_GLBW752","20"
5113082,"WI_LVUY032","10"
5113082,"WI_LVZM015","10"
5113082,"WI_PLMZ004","30"
5113082,"WI_RGTZ054","10"
5113083,"WI_CMZR003","20"
5113083,"WI_GLBW752","20"
5113083,"WI_LVUY032","10"
5113083,"WI_LVZM015","10"
5113083,"WI_PLMZ004","30"
5113083,"WI_RGTZ054","10"
5113084,"WI_CMZR003","20"
5113084,"WI_GLBW752","20"
5113084,"WI_LVUY032","10"
5113084,"WI_LVZM015","10"
5113084,"WI_PLMZ004","30"
5113084,"WI_RGTZ054","10"
5113085,"WI_CMZR003","20"
5113085,"WI_GLBW752","20"
5113085,"WI_LVUY032","10"
5113085,"WI_LVZM015","10"
5113085,"WI_PLMZ004","30"
5113085,"WI_RGTZ054","10"
5113086,"WI_CMZR003","20"
5113086,"WI_GLBW752","20"
5113086,"WI_LVUY032","10"
5113086,"WI_LVZM015","10"
5113086,"WI_PLMZ004","30"
5113086,"WI_RGTZ054","10"
5113087,"WI_CMZR030","70"
5113087,"WI_RGTZ054","30"
5113088,"WI_CMZR030","70"
5113088,"WI_RGTZ054","30"
5113089,"WI_CMZR030","70"
5113089,"WI_RGTZ054","30"
5113094,"WI_CMZR003","55"
5113094,"WI_FLMG010","10"
5113094,"WI_FRKE009","25"
5113094,"WI_LVUY032","10"
5113096,"WI_CMTZ064","50"
5113096,"WI_FLMG010","10"
5113096,"WI_PDIT007","20"
5113096,"WI_RGTZ054","20"
5117390,"WI_CMZR003","60"
5117390,"WI_PLMZ004","20"
5117390,"WI_RGTZ054","20"
5117391,"WI_ACGA005","40"
5117391,"WI_FRZM012","10"
5117391,"WI_LVUY032","10"
5117391,"WI_LVZM015","10"
5117391,"WI_PLMZ004","30"
5117392,"WI_ACGA005","40"
5117392,"WI_FRZM012","10"
5117392,"WI_LVUY032","10"
5117392,"WI_LVZM015","10"
5117392,"WI_PLMZ004","30"
5117393,"WI_ACGA005","40"
5117393,"WI_FRZM012","10"
5117393,"WI_LVUY032","10"
5117393,"WI_LVZM015","10"
5117393,"WI_PLMZ004","30"
5117394,"WI_ACGA005","40"
5117394,"WI_FRZM012","10"
5117394,"WI_LVUY032","10"
5117394,"WI_LVZM015","10"
5117394,"WI_PLMZ004","30"
5117398,"HC_GEN0010","10"
5117398,"WI_CMTN008","25"
5117398,"WI_FLSO001","30"
5117398,"WI_FRAO009","25"
5117398,"WI_PHUY061","10"
5117399,"WI_CMZR003","20"
5117399,"WI_GLBW752","20"
5117399,"WI_LVUY032","10"
5117399,"WI_LVZM015","10"
5117399,"WI_PLMZ004","30"
5117399,"WI_RGTZ054","10"
5117400,"WI_CMZR003","20"
5117400,"WI_GLBW752","20"
5117400,"WI_LVUY032","10"
5117400,"WI_LVZM015","10"
5117400,"WI_PLMZ004","30"
5117400,"WI_RGTZ054","10"
5117401,"WI_CMZR003","20"
5117401,"WI_GLBW752","20"
5117401,"WI_LVUY032","10"
5117401,"WI_LVZM015","10"
5117401,"WI_PLMZ004","30"
5117401,"WI_RGTZ054","10"
5117402,"WI_CMZR003","20"
5117402,"WI_GLBW752","20"
5117402,"WI_LVUY032","10"
5117402,"WI_LVZM015","10"
5117402,"WI_PLMZ004","30"
5117402,"WI_RGTZ054","10"
5117403,"WI_CMZR003","20"
5117403,"WI_GLBW752","20"
5117403,"WI_LVUY032","10"
5117403,"WI_LVZM015","10"
5117403,"WI_PLMZ004","30"
5117403,"WI_RGTZ054","10"
5117404,"WI_CMZR003","20"
5117404,"WI_GLBW752","20"
5117404,"WI_LVUY032","10"
5117404,"WI_LVZM015","10"
5117404,"WI_PLMZ004","30"
5117404,"WI_RGTZ054","10"
5117405,"WI_CMZR003","20"
5117405,"WI_GLBW752","20"
5117405,"WI_LVUY032","10"
5117405,"WI_LVZM015","10"
5117405,"WI_PLMZ004","30"
5117405,"WI_RGTZ054","10"
5117406,"WI_CMZR030","70"
5117406,"WI_RGTZ054","30"
5117407,"WI_CMZR030","70"
5117407,"WI_RGTZ054","30"
5117408,"WI_CMZR030","70"
5117408,"WI_RGTZ054","30"
5117409,"WI_CMZR030","70"
5117409,"WI_RGTZ054","30"
5117410,"WI_CMZR030","70"
5117410,"WI_RGTZ054","30"
5117414,"WI_CMZR003","55"
5117414,"WI_FLMG010","10"
5117414,"WI_FRKE009","25"
5117414,"WI_LVUY032","10"
5117415,"WI_CMZR003","55"
5117415,"WI_FLMG010","10"
5117415,"WI_FRKE009","25"
5117415,"WI_LVUY032","10"
5117416,"WI_CMZR003","55"
5117416,"WI_FLMG010","10"
5117416,"WI_FRKE009","25"
5117416,"WI_LVUY032","10"
5117417,"WI_CMTZ064","50"
5117417,"WI_FLMG010","10"
5117417,"WI_PDIT007","20"
5117417,"WI_RGTZ054","20"
5117418,"WI_CMTZ064","50"
5117418,"WI_FLMG010","10"
5117418,"WI_PDIT007","20"
5117418,"WI_RGTZ054","20"
5121710,"WI_CMZR003","60"
5121710,"WI_PLMZ004","20"
5121710,"WI_RGTZ054","20"
5121711,"WI_ACGA005","40"
5121711,"WI_FRZM012","10"
5121711,"WI_LVUY032","10"
5121711,"WI_LVZM015","10"
5121711,"WI_PLMZ004","30"
5121712,"WI_ACGA005","40"
5121712,"WI_FRZM012","10"
5121712,"WI_LVUY032","10"
5121712,"WI_LVZM015","10"
5121712,"WI_PLMZ004","30"
5121713,"WI_ACGA005","40"
5121713,"WI_FRZM012","10"
5121713,"WI_LVUY032","10"
5121713,"WI_LVZM015","10"
5121713,"WI_PLMZ004","30"
5121714,"WI_ACGA005","40"
5121714,"WI_FRZM012","10"
5121714,"WI_LVUY032","10"
5121714,"WI_LVZM015","10"
5121714,"WI_PLMZ004","30"
5121717,"WI_CMZR003","20"
5121717,"WI_GLBW752","20"
5121717,"WI_LVUY032","10"
5121717,"WI_LVZM015","10"
5121717,"WI_PLMZ004","30"
5121717,"WI_RGTZ054","10"
5121718,"WI_CMZR003","20"
5121718,"WI_GLBW752","20"
5121718,"WI_LVUY032","10"
5121718,"WI_LVZM015","10"
5121718,"WI_PLMZ004","30"
5121718,"WI_RGTZ054","10"
5121719,"WI_CMZR003","20"
5121719,"WI_GLBW752","20"
5121719,"WI_LVUY032","10"
5121719,"WI_LVZM015","10"
5121719,"WI_PLMZ004","30"
5121719,"WI_RGTZ054","10"
5121720,"WI_CMZR003","20"
5121720,"WI_GLBW752","20"
5121720,"WI_LVUY032","10"
5121720,"WI_LVZM015","10"
5121720,"WI_PLMZ004","30"
5121720,"WI_RGTZ054","10"
5121721,"WI_CMZR003","20"
5121721,"WI_GLBW752","20"
5121721,"WI_LVUY032","10"
5121721,"WI_LVZM015","10"
5121721,"WI_PLMZ004","30"
5121721,"WI_RGTZ054","10"
5121722,"WI_CMZR003","20"
5121722,"WI_GLBW752","20"
5121722,"WI_LVUY032","10"
5121722,"WI_LVZM015","10"
5121722,"WI_PLMZ004","30"
5121722,"WI_RGTZ054","10"
5121723,"WI_CMZR003","20"
5121723,"WI_GLBW752","20"
5121723,"WI_LVUY032","10"
5121723,"WI_LVZM015","10"
5121723,"WI_PLMZ004","30"
5121723,"WI_RGTZ054","10"
5121724,"WI_CMZR003","20"
5121724,"WI_GLBW752","20"
5121724,"WI_LVUY032","10"
5121724,"WI_LVZM015","10"
5121724,"WI_PLMZ004","30"
5121724,"WI_RGTZ054","10"
5121725,"WI_CMZR003","20"
5121725,"WI_GLBW752","20"
5121725,"WI_LVUY032","10"
5121725,"WI_LVZM015","10"
5121725,"WI_PLMZ004","30"
5121725,"WI_RGTZ054","10"
5121726,"WI_CMZR030","70"
5121726,"WI_RGTZ054","30"
5121727,"WI_CMZR030","70"
5121727,"WI_RGTZ054","30"
5121728,"WI_CMZR030","70"
5121728,"WI_RGTZ054","30"
5121729,"WI_CMZR003","20"
5121729,"WI_GLBW752","20"
5121729,"WI_LVUY032","10"
5121729,"WI_LVZM015","10"
5121729,"WI_PLMZ004","30"
5121729,"WI_RGTZ054","10"
5121730,"WI_CMZR030","70"
5121730,"WI_RGTZ054","30"
5121731,"WI_CMZR030","70"
5121731,"WI_RGTZ054","30"
5121733,"WI_CMZR030","70"
5121733,"WI_RGTZ054","30"
5121734,"WI_CMZR003","55"
5121734,"WI_FLMG010","10"
5121734,"WI_FRKE009","25"
5121734,"WI_LVUY032","10"
5121735,"WI_CMZR003","55"
5121735,"WI_FLMG010","10"
5121735,"WI_FRKE009","25"
5121735,"WI_LVUY032","10"
5121736,"WI_CMZR003","55"
5121736,"WI_FLMG010","10"
5121736,"WI_FRKE009","25"
5121736,"WI_LVUY032","10"
5121737,"WI_CMZR003","55"
5121737,"WI_FLMG010","10"
5121737,"WI_FRKE009","25"
5121737,"WI_LVUY032","10"
5121738,"WI_CMTZ064","50"
5121738,"WI_FLMG010","10"
5121738,"WI_PDIT007","20"
5121738,"WI_RGTZ054","20"
5126029,"WI_CMZR003","60"
5126029,"WI_PLMZ004","20"
5126029,"WI_RGTZ054","20"
5126030,"WI_ACGA005","40"
5126030,"WI_FRZM012","10"
5126030,"WI_LVUY032","10"
5126030,"WI_LVZM015","10"
5126030,"WI_PLMZ004","30"
5126031,"WI_ACGA005","40"
5126031,"WI_FRZM012","10"
5126031,"WI_LVUY032","10"
5126031,"WI_LVZM015","10"
5126031,"WI_PLMZ004","30"
5126032,"WI_ACGA005","40"
5126032,"WI_FRZM012","10"
5126032,"WI_LVUY032","10"
5126032,"WI_LVZM015","10"
5126032,"WI_PLMZ004","30"
5126033,"WI_ACGA005","40"
5126033,"WI_FRZM012","10"
5126033,"WI_LVUY032","10"
5126033,"WI_LVZM015","10"
5126033,"WI_PLMZ004","30"
5126037,"WI_CMZR003","20"
5126037,"WI_GLBW752","20"
5126037,"WI_LVUY032","10"
5126037,"WI_LVZM015","10"
5126037,"WI_PLMZ004","30"
5126037,"WI_RGTZ054","10"
5126038,"WI_CMZR003","20"
5126038,"WI_GLBW752","20"
5126038,"WI_LVUY032","10"
5126038,"WI_LVZM015","10"
5126038,"WI_PLMZ004","30"
5126038,"WI_RGTZ054","10"
5126039,"WI_CMZR003","20"
5126039,"WI_GLBW752","20"
5126039,"WI_LVUY032","10"
5126039,"WI_LVZM015","10"
5126039,"WI_PLMZ004","30"
5126039,"WI_RGTZ054","10"
5126040,"WI_CMZR003","20"
5126040,"WI_GLBW752","20"
5126040,"WI_LVUY032","10"
5126040,"WI_LVZM015","10"
5126040,"WI_PLMZ004","30"
5126040,"WI_RGTZ054","10"
5126041,"WI_CMZR003","20"
5126041,"WI_GLBW752","20"
5126041,"WI_LVUY032","10"
5126041,"WI_LVZM015","10"
5126041,"WI_PLMZ004","30"
5126041,"WI_RGTZ054","10"
5126042,"WI_CMZR003","20"
5126042,"WI_GLBW752","20"
5126042,"WI_LVUY032","10"
5126042,"WI_LVZM015","10"
5126042,"WI_PLMZ004","30"
5126042,"WI_RGTZ054","10"
5126043,"WI_CMZR003","20"
5126043,"WI_GLBW752","20"
5126043,"WI_LVUY032","10"
5126043,"WI_LVZM015","10"
5126043,"WI_PLMZ004","30"
5126043,"WI_RGTZ054","10"
5126044,"WI_CMZR003","20"
5126044,"WI_GLBW752","20"
5126044,"WI_LVUY032","10"
5126044,"WI_LVZM015","10"
5126044,"WI_PLMZ004","30"
5126044,"WI_RGTZ054","10"
5126045,"WI_CMZR003","20"
5126045,"WI_GLBW752","20"
5126045,"WI_LVUY032","10"
5126045,"WI_LVZM015","10"
5126045,"WI_PLMZ004","30"
5126045,"WI_RGTZ054","10"
5126046,"WI_CMZR003","20"
5126046,"WI_GLBW752","20"
5126046,"WI_LVUY032","10"
5126046,"WI_LVZM015","10"
5126046,"WI_PLMZ004","30"
5126046,"WI_RGTZ054","10"
5126047,"WI_CMZR003","20"
5126047,"WI_GLBW752","20"
5126047,"WI_LVUY032","10"
5126047,"WI_LVZM015","10"
5126047,"WI_PLMZ004","30"
5126047,"WI_RGTZ054","10"
5126048,"WI_CMZR003","20"
5126048,"WI_GLBW752","20"
5126048,"WI_LVUY032","10"
5126048,"WI_LVZM015","10"
5126048,"WI_PLMZ004","30"
5126048,"WI_RGTZ054","10"
5126049,"WI_CMZR003","20"
5126049,"WI_GLBW752","20"
5126049,"WI_LVUY032","10"
5126049,"WI_LVZM015","10"
5126049,"WI_PLMZ004","30"
5126049,"WI_RGTZ054","10"
5126050,"WI_CMZR003","20"
5126050,"WI_GLBW752","20"
5126050,"WI_LVUY032","10"
5126050,"WI_LVZM015","10"
5126050,"WI_PLMZ004","30"
5126050,"WI_RGTZ054","10"
5126051,"WI_CMZR003","20"
5126051,"WI_GLBW752","20"
5126051,"WI_LVUY032","10"
5126051,"WI_LVZM015","10"
5126051,"WI_PLMZ004","30"
5126051,"WI_RGTZ054","10"
5126052,"WI_CMZR003","20"
5126052,"WI_GLBW752","20"
5126052,"WI_LVUY032","10"
5126052,"WI_LVZM015","10"
5126052,"WI_PLMZ004","30"
5126052,"WI_RGTZ054","10"
5126053,"WI_CMZR030","70"
5126053,"WI_RGTZ054","30"
5126054,"WI_CMZR003","55"
5126054,"WI_FLMG010","10"
5126054,"WI_FRKE009","25"
5126054,"WI_LVUY032","10"
5126055,"WI_CMZR003","55"
5126055,"WI_FLMG010","10"
5126055,"WI_FRKE009","25"
5126055,"WI_LVUY032","10"
5126056,"WI_CMZR003","55"
5126056,"WI_FLMG010","10"
5126056,"WI_FRKE009","25"
5126056,"WI_LVUY032","10"
5126057,"WI_CMZR003","55"
5126057,"WI_FLMG010","10"
5126057,"WI_FRKE009","25"
5126057,"WI_LVUY032","10"
5126058,"WI_ACLR004","20"
5126058,"WI_CMZR003","20"
5126058,"WI_FLSO001","10"
5126058,"WI_FRKE009","20"
5126058,"WI_LVUY032","10"
5126058,"WI_PLMZ004","20"
5126059,"WI_ACLR004","20"
5126059,"WI_CMZR003","20"
5126059,"WI_FLSO001","10"
5126059,"WI_FRKE009","20"
5126059,"WI_LVUY032","10"
5126059,"WI_PLMZ004","20"
5130349,"WI_CMZR003","60"
5130349,"WI_PLMZ004","20"
5130349,"WI_RGTZ054","20"
5130350,"WI_ACGA005","40"
5130350,"WI_FRZM012","10"
5130350,"WI_LVUY032","10"
5130350,"WI_LVZM015","10"
5130350,"WI_PLMZ004","30"
5130351,"WI_ACGA005","40"
5130351,"WI_FRZM012","10"
5130351,"WI_LVUY032","10"
5130351,"WI_LVZM015","10"
5130351,"WI_PLMZ004","30"
5130352,"WI_ACGA005","40"
5130352,"WI_FRZM012","10"
5130352,"WI_LVUY032","10"
5130352,"WI_LVZM015","10"
5130352,"WI_PLMZ004","30"
5130354,"HC_GEN0010","10"
5130354,"WI_CMTN008","25"
5130354,"WI_FLSO001","30"
5130354,"WI_FRAO009","25"
5130354,"WI_PHUY061","10"
5130356,"WI_CMZR003","20"
5130356,"WI_GLBW752","20"
5130356,"WI_LVUY032","10"
5130356,"WI_LVZM015","10"
5130356,"WI_PLMZ004","30"
5130356,"WI_RGTZ054","10"
5130357,"WI_CMZR003","20"
5130357,"WI_GLBW752","20"
5130357,"WI_LVUY032","10"
5130357,"WI_LVZM015","10"
5130357,"WI_PLMZ004","30"
5130357,"WI_RGTZ054","10"
5130358,"WI_CMZR003","20"
5130358,"WI_GLBW752","20"
5130358,"WI_LVUY032","10"
5130358,"WI_LVZM015","10"
5130358,"WI_PLMZ004","30"
5130358,"WI_RGTZ054","10"
5130359,"WI_CMZR003","20"
5130359,"WI_GLBW752","20"
5130359,"WI_LVUY032","10"
5130359,"WI_LVZM015","10"
5130359,"WI_PLMZ004","30"
5130359,"WI_RGTZ054","10"
5130360,"WI_CMZR003","20"
5130360,"WI_GLBW752","20"
5130360,"WI_LVUY032","10"
5130360,"WI_LVZM015","10"
5130360,"WI_PLMZ004","30"
5130360,"WI_RGTZ054","10"
5130361,"WI_CMZR003","20"
5130361,"WI_GLBW752","20"
5130361,"WI_LVUY032","10"
5130361,"WI_LVZM015","10"
5130361,"WI_PLMZ004","30"
5130361,"WI_RGTZ054","10"
5130362,"WI_CMZR003","20"
5130362,"WI_GLBW752","20"
5130362,"WI_LVUY032","10"
5130362,"WI_LVZM015","10"
5130362,"WI_PLMZ004","30"
5130362,"WI_RGTZ054","10"
5130363,"WI_CMZR003","20"
5130363,"WI_GLBW752","20"
5130363,"WI_LVUY032","10"
5130363,"WI_LVZM015","10"
5130363,"WI_PLMZ004","30"
5130363,"WI_RGTZ054","10"
5130364,"WI_CMZR003","20"
5130364,"WI_GLBW752","20"
5130364,"WI_LVUY032","10"
5130364,"WI_LVZM015","10"
5130364,"WI_PLMZ004","30"
5130364,"WI_RGTZ054","10"
5130365,"WI_CMZR003","20"
5130365,"WI_GLBW752","20"
5130365,"WI_LVUY032","10"
5130365,"WI_LVZM015","10"
5130365,"WI_PLMZ004","30"
5130365,"WI_RGTZ054","10"
5130366,"WI_CMZR003","20"
5130366,"WI_GLBW752","20"
5130366,"WI_LVUY032","10"
5130366,"WI_LVZM015","10"
5130366,"WI_PLMZ004","30"
5130366,"WI_RGTZ054","10"
5130367,"WI_CMZR003","20"
5130367,"WI_GLBW752","20"
5130367,"WI_LVUY032","10"
5130367,"WI_LVZM015","10"
5130367,"WI_PLMZ004","30"
5130367,"WI_RGTZ054","10"
5130368,"WI_CMZR003","20"
5130368,"WI_GLBW752","20"
5130368,"WI_LVUY032","10"
5130368,"WI_LVZM015","10"
5130368,"WI_PLMZ004","30"
5130368,"WI_RGTZ054","10"
5130369,"WI_CMZR003","20"
5130369,"WI_GLBW752","20"
5130369,"WI_LVUY032","10"
5130369,"WI_LVZM015","10"
5130369,"WI_PLMZ004","30"
5130369,"WI_RGTZ054","10"
5130370,"WI_CMZR003","20"
5130370,"WI_GLBW752","20"
5130370,"WI_LVUY032","10"
5130370,"WI_LVZM015","10"
5130370,"WI_PLMZ004","30"
5130370,"WI_RGTZ054","10"
5130371,"WI_CMZR003","20"
5130371,"WI_GLBW752","20"
5130371,"WI_LVUY032","10"
5130371,"WI_LVZM015","10"
5130371,"WI_PLMZ004","30"
5130371,"WI_RGTZ054","10"
5130372,"WI_CMZR003","20"
5130372,"WI_GLBW752","20"
5130372,"WI_LVUY032","10"
5130372,"WI_LVZM015","10"
5130372,"WI_PLMZ004","30"
5130372,"WI_RGTZ054","10"
5130373,"WI_CMZR003","20"
5130373,"WI_GLBW752","20"
5130373,"WI_LVUY032","10"
5130373,"WI_LVZM015","10"
5130373,"WI_PLMZ004","30"
5130373,"WI_RGTZ054","10"
5130374,"WI_CMZR003","55"
5130374,"WI_FLMG010","10"
5130374,"WI_FRKE009","25"
5130374,"WI_LVUY032","10"
5130375,"WI_CMZR003","55"
5130375,"WI_FLMG010","10"
5130375,"WI_FRKE009","25"
5130375,"WI_LVUY032","10"
5130376,"WI_CMZR003","55"
5130376,"WI_FLMG010","10"
5130376,"WI_FRKE009","25"
5130376,"WI_LVUY032","10"
5130377,"WI_CMZR003","55"
